Year,Detail
1981,"""He (Bob Gibson) told me to get back behind the batter (at the catcher's position). That the only thing I knew about pitching was that it was hard to hit."" - Teammate / Catcher Tim McCarver at Bob Gibson's HOF Induction on August 2, 1981"
1981,←1980| 1981 Hitting Statistics League Leaders |1982→
1981,←1979| 1981 Pitching Statistics League Leaders |1982→
1981,1981 All-Star Game| 1981 Team Standings |1981 World Series
1981,Hitting Statistics League Leaderboard
1981,Pitching Statistics League Leaderboard
1981,"On January 14, 1981,Frank Robinsonbecame the first black manager in Major League history with the San Francisco Giants named him as their new manager."
1981,"On April 29, 1981, Phillies' aceSteve Carltonbecame the first left-handed pitcher to join the elite3,000 Strikeouts Clubwhen he fannedTim Wallachof Montreal during the 1st inning."
1981,"Did you know that the first pitcher born in France to throw a no-hitter wasCharlie Leaof the Montreal Expos? Lea struck out eight Giants, issued four bases on balls, and won 4-0 on May 10, 1981."
1981,Where what happened yesterdayis being preserved today.
1981,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1982,"The Vietnam Veterans' War memorial was dedicated in Washington, bearing 58,000 names of US servicemen and women who were killed during one of America's most unpopular wars. ""The Wall"" was designed by Maya Ying Lin, an architecture student at Yale University and has become one of the most revered and appreciated public memorials in the United States."
1982,"Princess Grace of Monaco, a former Hollywood actress, was killed in a terrible accident after her car careened off the winding roads of France leading to Monaco. An investigation later revealed that she had suffered a mild stroke, which caused her to lose control of her vehicle."
1982,"Barney B. Clark made medical history when, at 61 years old, he became the first person to receive the ""Jarvik 7,"" the world's first permanent artificial heart. The groundbreaking procedure, performed by Dr. William C. DeVries at the University of Utah Medical Center, marked a bold step forward in the field of cardiac science. Clark fought valiantly, living for 112 days with the artificial heart before ultimately succumbing to complications. His courage and the pioneering transplant paved the way for future advancements in life-saving heart technology."
1982,"During an inter-league exhibition game between the Oakland Athletics and the San Diego Padres, A's pitcher Steve McCatty stepped up to the plate swinging a children's toy bat on the instructions of manager Billy Martin, who was upset that his club was not allowed to use a DH in spring training games at National League ballparks. Jim Quick, the home plate umpire, refused to allow the 15"" bat and McCatty was called out on three strikes."
1982,"The largest crowd ever to see a baseball game in the state of Minnesota (52,279) turned out for the inaugural game at the brand-new indoor Hubert H. Humphrey Metrodome. The Seattle Mariners put a damper on the festivities though after beating the Twins 11-7."
1982,The Detroit Tigers' Larry Herndon hit three home runs in an 11-9 win over the Oakland Athletics (following a round-tripper in his final at bat against the Minnesota Twins) to become the fourteenth player in Major League history to hit four home runs in consecutive plate appearances.
1982,"On Saturday, July 31st, Philadelphia Phillies second baseman Manny Trillo misplayed a Bill Buckner grounder in the seventh during a 2-0 win over the Chicago Cubs. The error ended Trillo's ""e-free"" streak at eighty-nine games and four-hundred seventy-nine consecutive chances stopping him just two games short of Joe Morgan's record of ninety-one."
1982,"On August 4th, Joel Youngblood became the first Major League player to play for two different teams in two different cities on the same day. The New York Mets outfielder started the afternoon by going one-for-two off the Cubs' Fergie Jenkins at Wrigley Field. Following the contest he was traded to the Montreal Expos and flew to Philadelphia in time to enter the sixth inning of a night game at Veterans Stadium. The well-traveled outfielder then went one-for-one off Steve Carlton, another Hall of Fame inductee, in a 5-4 loss."
1982,"Veteran first baseman Willie Stargell's number eight (8) was officially retired by the Pittsburgh Pirates on September 6th, better known as ""Willie Stargell Day"" at Three Rivers Stadium. ""Pops"" twice led the National League in home runs, with a career high forty-eight in 1971 and his four-hundred seventy-five home runs were fifteenth all-time when he retired following the season. After his playing career, he went on to coach for the Pittsburgh Pirates in 1985, and the Atlanta Braves from 1986-88."
1982,Hank Aaron and Frank Robinson became the twelfth and thirteenth players elected to the Hall of Fame by the BBWAA in their first year of eligibility. Aaron fell just nine votes shy of becoming the first-ever unanimous selection and his 97.8 election percentage was second only to Ty Cobb's 98.2 percent in the Hall's 1936 inaugural election.
1982,"Thirty-seven year-old Steve Carlton won the National League Cy Young Award for the fourth time, a record unmatched by any pitcher in the history of the Major Leagues through this date. The Philadelphia Phillies veteran lefthander led the National League in wins (twenty-three), innings (295.2), strikeouts (two-hundred eighty-six), and shutouts (six). He was a previous winner in 1972, 1977, as well as 1980."
1982,"An up-and-coming shortstop / third baseman named Cal Ripken, Jr. finished his debut season with a .264 average as well as twenty-eight home runs for the Baltimore Orioles and was named American League Rookie of the Year."
1982,"At a November Major League owners meeting in Chicago, members voted not to renew Commissioner Bowie Kuhn's contract, which was due to expire in August. The American League owners voted in favor of Kuhn 11-3 and the National League 7-5, but the eighteen votes left him two shy of the three-fourths majority required for reelection."
1982,"""I should make it (Ty Cobb's all-time hits record) sometime before the All-Star Game in 1984."" - Pete Rose on June 22, 1982 (moments after moving past Hank Aaron for second place all-time)"
1982,←1981| 1982 Hitting Statistics League Leaders |1983→
1982,←1981| 1982 Pitching Statistics League Leaders |1983→
1982,1982 All-Star Game| 1982 Team Standings |1982 World Series
1982,Hitting Statistics League Leaderboard
1982,Pitching Statistics League Leaderboard
1982,"On May 25, 1982, Cubs' pitcherFergie Jenkinsbecame the 7th member of the3,000 Strikeouts Clubwhen he fannedGarry Templetonof the Padres."
1982,"On July 19, 1982,Tony Gwynn, one of baseball's MOST knowledgable hitters ever, made his Major League debut and true to his fame, had 2 hits."
1982,"On August 4, 1982,Joel Youngbloodhit a two-run single offFergie Jenkinsduring the 3rd inning for the Mets in Chicago. Later that same evening he hit a single offSteve Carltonduring the 5th inning for the Expos in Philadelphia. This chain-of-events made Youngblood the first player to hit safely in 2 different cities, for 2 different teams, on the same day."
1982,Where what happened yesterdayis being preserved today.
1982,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1983,"Dr. Sally Ride became the first American woman in space (onboard the Space Shuttle Challenger) as a mission specialist on STS-7, which launched from Kennedy Space Center, Florida, on June 18th."
1983,"Over two-hundred American soldiers, acting as Peace-keepers, were killed in Lebanon after a truck loaded with explosives crashed into the U.S. Marine compound at a Beirut Airport. The Marines, who had been in Beirut as part of a multi-national force to promote peace in Lebanon, had become the target of Syrian-supported extremists. The terrorist-style attack resulted in swift U.S. military retaliation and the withdrawal of all American forces from that region."
1983,"The U.S. military invaded Grenada in an effort to ensure the safety of 1,100 American citizens who were stuck on the island against the rule of General Hudson Austin and Deputy Prime Minister Bernard Coard. Both were avowed Marxists who had placed Prime Minister Maurice Bishop under house arrest and threatened to turn the region into another Cuba. Under the guise of an invitation by the Organization of Eastern Caribbean States, U.S. troops intervened and took control of the island. Unfortunately, sixteen Americans were killed and seventy-seven were injured in the military action."
1983,"One of baseball's most modern controversies occurred as the New York Yankees took on the Kansas City Royals in what would be penned as ""The Great Pine Tar Incident"". As Goose Gossage was attempting to protect a 4-3 advantage, George Brett hit a two-run home run putting his team in the lead. That was until home plate umpire Tim McClelland called him out for having more than eighteen inches of pine tar from the end of his bat. The game was immediately protested by Royals skipper Dick Howser and was postponed until several weeks later when they went on to win anyway 5-4."
1983,"On July 10th, the Milwaukee Brewers and Chicago White Sox played the longest nine-inning game in American League history at four hours and eleven minutes. Milwaukee prevailed 12-9 thanks to the arm of Jim Slaton."
1983,"The revolving door at the New York Yankees clubhouse continued to spin when Billy Martin was fired as the Bronx Bombers skipper and was replaced by fellow teammate Yogi Berra. Both were hired, fired and rehired repeatedly by George Steinbrenner several times each."
1983,Los Angeles Dodgers ace Fernando Valenzuela set a major league record (off the field) as he became the first player ever to be awarded a $1 million dollar a year contract due to arbitration.
1983,"On April 5th, the San Diego Padres and San Francisco Giants went head-to-head at Candlestick Park in a 16-13 slugfest that set a new record for the highest scoring Opening Day game in over fifty years."
1983,"After twenty-one years and 5,923 innings, Walter Johnson set the all-time career strikeout record of 3,508 in 1927. Fifty-six years later, his record was surpassed twice in the same month. First, Nolan Ryan, of the Houston Astros, achieved the mark after sixteen years and 3,357 innings. Then Steve Carlton, of the Philadelphia Phillies, topped them both at 3,511."
1983,"Baseball Commissioner Bowie Kuhn ordered Hall of Famer Mickey Mantle to end all associations with major league baseball after ""The Mick"" became involved in a sports promotion capacity with a casino in Atlantic City, New Jersey. Willie Mays was also targeted with a similar action due to his associations with legalized gambling."
1983,Major League Baseball sold its rights for one year to both ABC and NBC for a combined $1.2 billion dollars. Each team received $7 million dollars as a result of the deal in which ABC contributed $575 million for regular season prime time and Sunday afternoons and NBC paid $550 million for thirty Saturday afternoon games. Both networks agreed to continue rotating all post-season and All-Star Game coverages.
1983,"New York Yankees owner George Steinbrenner was given a $50,000 fine and a one-week suspension after making derogatory remarks about Major League umpires. White Sox president Jerry Reinsdorf was also given a $500 fine after making remarks of his own about the outspoken owner at the All-Star Game."
1983,"Steve Howe, then on suspension with the Los Angeles Dodgers, continued to battle his drug addictions after being banned for an entire season by the Commissioners Office. Bowie Kuhn refused to allow the troubled pitcher to return to Major League Baseball until he was proven to be drug-free. Earlier in the season, after completing thirty days of rehabilitation, he was fined $53,867 in salary for missed games in what was the largest fine ever levied to date."
1983,"""The difference between the old ballplayer and the new ballplayer is the jersey. The old ballplayer cared about the name on the front. The new ballplayer cares about the name on the back."" - Steve Garvey"
1983,←1982| 1983 Hitting Statistics League Leaders |1984→
1983,←1982| 1983 Pitching Statistics League Leaders |1984→
1983,1983 All-Star Game| 1983 Team Standings |1983 World Series
1983,Hitting Statistics League Leaderboard
1983,Pitching Statistics League Leaderboard
1983,"Did you know that on February 19, 1983, Dodgers' aceFernando Valenzuelabecame the first player ever awarded $1 million via an arbitration hearing?"
1983,"OnApril 16, 1983,Steve Garveyof the Padres played in his 1,118th consecutive Major League game breaking theNational League recordonce held byBilly Williams. OnJuly 29, 1983, the streak came to end when Garvey injured his thumb in game one of a double header versus the Padres and was unable to participate in the second game."
1983,"Steve Carltonbecame the 16th Major League pitcher to join the300 Wins ClubonSeptember 23, 1983; however, he was only the 4th left-hander. Do you know who the other three lefties were?"
1983,Where what happened yesterdayis being preserved today.
1983,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1984,"Republican President Ronald Reagan was reelected after defeating Democratic candidate Walter Mondale and Geraldine Ferraro, who was the first female Vice Presidential candidate to represent a major party."
1984,"Doctor's replaced the ailing heart of an infant girl known as ""Baby Fae"" with that of a baboon's at Loma Linda University Medical Center in California. Although she died twenty-one days later of organ failure, doctors discovered that she hadn't rejected the heart as many had expected. That gave hope to the doctors and inspired continued research to find a cure for neonatal heart disease."
1984,"James Huberty gunned down twenty-one children and adults in a McDonalds restaurant in San Ysidro, California before being shot dead by the police at the scene. The incident was one of the worst mass murders in U.S. history."
1984,"On May 9th, Harold Baines hit a 420-foot homerun in the twenty-fifth inning to give the White Sox a 7-6 victory over the visiting Milwaukee Brewers. The eight hour and six minute marathon set an all-time record for the most innings ever played in an American League game as well as the longest game ever in the Major Leagues."
1984,"Sparky Anderson's Detroit Tigers echoed the glory days of Cobb as they dominated the American League with a 104-58 record and one-hundred eighty-seven home runs. Lance Parrish hit thirty-three home runs and ninety-eight RBIs while batting .237, Kirk Gibson added twenty-seven round-trippers and ninety-one RBIs plus a .282 average and Alan Trammell led the team with the top average of .314. Jack Morris anchored the Tigers' pitching staff with a 19-11 record and Guillermo Hernandez tallies thirty-two saves in thirty-three opportunities."
1984,"On the 17th Anniversary of his first round-tripper, Reggie Jackson launched a Bud Black fastball into the right field stands for his five-hundredth career homer. He was the thirteenth player ever to reach that mark following Willie McCovey in 1978. Unfortunately, ""Mr. October"" and his Anaheim Angels fell 10-1 to the visiting Kansas City Royals."
1984,"Pete Rose, then with the Montreal Expos, played in his 3,309th Major League game on June 29th beating Carl Yastrzemski's record as well as his former team the Cincinnati Reds (7-3)."
1984,"At Fulton County Stadium, the Atlanta Braves and San Diego Padres erupted in a ten-minute brawl over a pitching duel that resulted in sixteen major ejections by the officials. Several Major League umpires stated that it was the worst disgrace ever witnessed on a baseball diamond and that it clearly set the game back fifty years in the minds of many fans."
1984,The Chicago Cubs finally won their first title (of any kind) since 1945 after they beat the Pittsburgh Pirates 4-1 for the National League East.
1984,"Due to a strike by the Major League umpires, the first game of the National League Championship Series was called by college replacement officials. The labor dispute was predominately over a pool of $340,000 that the regulars wanted distributed to all umps, including those that were not working the post-season."
1984,"""The Natural,"" an instant classic based on the novel by Bernard Malamud, debuted on the big screen with Robert Redford starring as Roy Hobbs, an aging slugger with the New York Knights. The climatic finale is still considered one of the greatest scenes ever filmed on a baseball diamond."
1984,"Al Schacht, better known as ""The Clown Prince of Baseball"" died on July 14th at the age of ninety-one. The former Washington Senators pitcher turned top hat jester had entertained the crowd before twenty-five World Series and eighteen All-Star Games."
1984,Baseball Commissioner Peter Ueberroth warned the city of Chicago that he would move all future playoff games involving the Cubs to St. Louis unless outdoor lights were installed at Wrigley Field.
1984,"""If I stole a base, it was to help us win a game, and I like to think that's what made me special."" - Joe Morgan"
1984,←1983| 1984 Hitting Statistics League Leaders |1985→
1984,←1983| 1984 Pitching Statistics League Leaders |1985→
1984,1984 All-Star Game| 1984 Team Standings |1984 World Series
1984,Hitting Statistics League Leaderboard
1984,Pitching Statistics League Leaderboard
1984,Why did we choose aJoe Morgan quotefor our page introduction? Because on the 24th of June he hit his two-hundred sixty-fifth career home run as a second baseman passingRogers Hornsbyfor the all-time mark for that position.
1984,"On April 13, 1984,Pete Rosebecame the second player in major league history to record four-thousand career hits. Do you remember which pitcher gave up thissignificant hit? Do you know what kind of hit it was?"
1984,"On September 12, 1984,Dwight Goodenof New York struck out sixteen Pittsburgh batters bringing his rookie season total to two-hundred forty-seven - passing the American League and previous major league leadingHerb Scorestrikeoutrecordof two-hundred forty-five."
1984,Where what happened yesterdayis being preserved today.
1984,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1985,"TWA Flight 847 was hijacked by a group of Shi'ite terrorists who were identified as members of Islamic Jihad, a group of various fundamentalists, operating in Lebanon and other Middle East countries. The militant Muslims held one-hundred fifty-three people (including women and children) hostage while demanding the release of their brothers in arms. One passenger, U.S. Navy Diver Robert Stethem was executed and his body was dumped onto the tarmac. After several unsuccessful negotiations, Israel agreed to release thirty-one of its Shi'ite prisoners and the hostages were freed in return."
1985,"The wreck of the RMS Titanic (which sunk in 1912 killing 1,522 passengers and crew after striking an iceberg) was finally discovered by a joint U.S.-French expedition who located the remains of the ""unsinkable"" ocean liner three-hundred fifty miles southeast of Newfoundland in thirteen-thousand feet of water."
1985,"U.S. President Ronald Reagan and Soviet leader Mikhail Gorbachev held a Summit Meeting in Geneva to discuss improving relations between the U.S.S.R. and the United States and to help decrease the risk of nuclear war. In the end, both agreed not to attempt to achieve military superiority and banned the development of chemical and biological weapons of mass destruction."
1985,"The Milwaukee Brewers' Rollie Fingers recorded his two-hundred seventeenth American League career save breaking the record originally set by Sparky Lyle. The victory gave ""The Mustache"" a Major League record of three-hundred twenty-five saves overall. He retired at the end of the season capping off a brilliant seventeen-year career with a 114-118 record, a 2.90 ERA and three-hundred forty-one saves."
1985,"On August 4th, Rod Carew of the California Angels achieved a historic milestone by becoming the sixteenth player in Major League Baseball history to reach 3,000 career hits. At 39 years old, Carew solidified his legacy as one of the game's most illustrious hitters."
1985,"Major League Baseball's oldest stadium, Chicago's Comiskey Park, celebrated its 75th anniversary with eleven fans in attendance who were present at its opening in 1910. The Seattle Mariners spoiled the festivities with a 3-1 win over the White Sox."
1985,"Dwight ""Doc"" Gooden of the New York Mets became the first National League pitcher to reach two-hundred strikeouts in each of his first two seasons as well as the youngest twenty game winner in baseball history. The previous mark was set by Bob Feller in 1939, but Gooden managed to beat him by one month."
1985,"Nolan Ryan, of the Houston Astros, struck out Danny Heep, of the New York Mets, to become the first pitcher ever to reach four-thousand strikeouts. The Texas ace went on to sit down ten more batters as the Astros won 4-3 in twelve innings."
1985,"Fifty-seven years to the day after Ty Cobb played in his last game, Pete Rose, of the Cincinnati Reds, knocked his 4,192nd career hit breaking ""The Georgia Peach's"" record. Newly approved owner Marge Schott presented Rose with a shiny red Corvette bearing the license plate PR 4192."
1985,"Newly appointed Baseball Commissioner Peter Ueberroth reinstated Willie Mays and Mickey Mantle after Commissioner Bowie Kuhn had banned the Hall of Famers from association with Major League Baseball for being employed by companies with ties to legal gambling in Atlantic City, New Jersey."
1985,"Pittsburgh Associates reached an agreement in principle with the Galbreath family to purchase the sinking Pirates franchise. As a result the team was able to stay afloat in the ""Steel City"" thanks to the combined financial commitments of Pittsburgh's most influential corporations including Carnegie Mellon University, the Aluminum Company of America, Mellon Bank, PNC Financial, PPG Industries, USX Corporation and Westinghouse Electrical Company."
1985,"Sports Illustrated pulled off a major April Fool's Day joke by publishing a story about a 168 mph pitching Tibetan Buddhist monk named Sidd Finch who was the New York Mets latest rookie phenomenon. Despite the April 1 date on the article and byline by George Plimpton, many fans believed the story was real and were disappointed after discovering that Finch was a fake."
1985,"Major League Baseball players went on strike for two days, August 6 and 7, before reaching a swift resolution. The 25 canceled games were later rescheduled and played before the season's end."
1985,Baseball's Championship Series was altered from a best-of-five to a best-of-seven format in an effort to generate up to $9 million dollars in additional revenues.
1985,"""I'm just like everybody else. I have two arms, two legs and four-thousand hits."" - Pete Rose"
1985,←1984| 1985 Hitting Statistics League Leaders |1986→
1985,←1984| 1985 Pitching Statistics League Leaders |1986→
1985,1985 All-Star Game| 1985 Team Standings |1985 World Series
1985,Hitting Statistics League Leaderboard
1985,Pitching Statistics League Leaderboard
1985,Dwight Goodentruly dominated this season and was the first pitcher sinceSteve Carltonto earn theTriple Crownof pitching.
1985,"Keith Hernandezof the Mets, July 4, 1985, along withJeffrey Leonardof the Giants, June 27, 1985, were the only two National League players tohit for the cycle."
1985,"On November 27, 1985,Vince Colemanwon theRookie of the Year Awardand joinedFrank Robinson,Orlando Cepeda, andWillie McCoveyas the only unanimous winners."
1985,Where what happened yesterdayis being preserved today.
1985,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1986,"After a Libyan-sponsored terrorist attack against Americans in West Germany, U.S. military warplanes attacked various targets in Libya. As a result, the Libyans scaled back their support for terrorist activities against all Western targets."
1986,"The Reagan Administration confirmed that it had been selling arms to Iran in an effort to obtain the release of American hostages in Lebanon as part of the ""Iran-Contra Deal"". Money from the sales was used to help the Contras fighting the Sandinista regime in Nicaragua."
1986,"Tragedy struck the NASA Space Program after the Space Shuttle Challenger exploded seventy-three seconds after take-off, killing all seven astronauts on board. The crew included the first ""civilian"" ever accepted into the astronaut program, a teacher named Christa McAuliffe. The accident was later blamed on faulty o-rings in the shuttles main booster rocket."
1986,"On April 29th, Red Sox ace Roger Clemens struck out twenty Seattle Mariners setting a Major League record for most strikeouts in a single game."
1986,"Vincent ""Bo"" Jackson, a Heisman Trophy winner who chose baseball over football, played twenty-five games for the Kansas City Royals as an outfielder and designated hitter, batting .207 with two home runs. The Auburn All-American turned down a $7 million dollar deal from the Tampa Bay Buccaneers for a much smaller $1 million dollar contract with the Royals because he said he liked baseball best."
1986,"The ""Curse of the Bambino"" remained in effect as the Boston Red Sox fell victim to the ""Amazin' Mets"". In Game 6, the Red Sox had a two-run, 10th-inning lead with two outs and no runners on base.  Then, after the Mets hit three consecutive singles, a passed ball erased the Red Sox lead, setting up one of the most improbable comebacks in post-season history.  When the Mets' Mookie Wilson tapped a grounder down the first base line that somehow found its way between Bill Buckner's legs, the game ended; the costly error gave New York a 6-5 victory, and extended the Series to a Game 7."
1986,"On May 31st, a young rookie outfielder for the Pittsburgh Pirates named Barry Bonds tapped a double off the Los Angeles Dodgers' Rick Honeycutt for his first official Major League hit."
1986,"Bob Horner, of the Atlanta Braves, hit four homeruns in a single game against the Montreal Expos. Despite tying the Major League record for solo blasts, Horner's team lost 11-8 to the visiting Canadian franchise."
1986,"Forty-five year-old Pete Rose banged out five hits for the tenth time in his career (setting a National League record) as the Cincinnati Reds took on the San Francisco Giants on August 11th. ""Charlie Hustle"" also reached a record 4,256 career at-bats during his last appearance in a Major League line-up."
1986,"In an effort to set an example, Commissioner Peter Ueberoth suspended seven players for drug abuse. All seven decided to contribute ten percent of their seasonal salary to drug abuse programs, serve one-hundred hours of community service and be subjected to random drug testing. The seven include Keith Hernandez of the New York Mets, Dale Berra of the New York Yankees, Joaquin Andujar of the Oakland Athletics, Jeffrey Leonard of the San Francisco Giants, Lonnie Smith of the Kansas City Royals, Enos Cabell of the Los Angeles Dodgers and Dave Parker of the Cincinnati Reds."
1986,"Bret Saberhagen sued Rawlings over a misrepresented endorsement deal. As many other players were being paid $50,000+ as part of their compensation, the Kansas City Royal pitcher was given two free gloves per season as his contract."
1986,A free baseball promotion night at Arlington Stadium backfired as hundreds of fans targeted the Texas Rangers and umpires after the visiting Milwaukee Brewers rallied for a 10-2 win.
1986,"The Chicago Cubs were forced to fire their twenty-eight year old ball girl, Marla Collins, after she posed nude for Playboy. Despite fan support the young lady was terminated for ""behavior unbecoming an employee"" of the franchise."
1986,"""These days they have a stat for how many times a guy goes for a cup of coffee."" - Mark McGwire"
1986,Hitting Statistics League Leaderboard
1986,Pitching Statistics League Leaderboard
1986,Team Standings
1986,Hitting Statistics League Leaderboard
1986,Pitching Statistics League Leaderboard
1986,"On June 7, 1986, the Pittsburgh Pirates selectedJeff Kingas the overallfirstround first draft pick."
1986,"On July 6, 1986,Bob Hornercompleted afabulously rare featwhen he hits four home runs in one game."
1986,"On September 25, 1986,Mike Scottpitched a 2-0no hitterfor the Houston Astros to clench the National League West title."
1986,Where what happened yesterdayis being preserved today.
1986,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1987,"U.S. President Ronald Reagan and Soviet leader Mikhail Gorbachev signed the I.N.F. (Intermediate-range Nuclear Forces) treaty marking the beginning of the end of the Cold War. As a result, Soviets were able to quicken the pace of what was known as ""glasnost"" (openness and reform), which ultimately caused the end of the Soviet empire."
1987,"The largest stock-market drop in Wall Street history occurred on October 19, otherwise known as ""Black Monday"" when the Dow Jones Industrial Average plunged 508.32 points, losing 22.6% of its total value. That fall far surpassed the one-day loss of 12.9% that began the great stock market crash of 1929 and foreshadowed the Great Depression."
1987,"The Iraqi Air Force attacked the U.S.S. Stark, a United States Navy ship in the Persian Gulf, initiating an ongoing hostile relationship that would eventually result in Operation Desert Storm in 1991 and Operation Iraqi Freedom in 2003."
1987,"A high school outfielder named Ken Griffey, Jr. was selected by the Seattle Mariners as their first overall pick in the 1987 Amateur Draft."
1987,"After hitting a meager .220 with fifteen home runs for the Oakland Athletics, forty-one year old Reggie Jackson finally retired. ""Mr. October"" had played twenty-one years in the Major Leagues and totaled five-hundred sixty-three home runs, one-thousand seven-hundred two runs batted in and a .262 batting average. He also held the all time record for strikeouts with two-thousand five-hundred ninety-seven and the best slugging average in World Series play with .755."
1987,"At an exhibition game in Toronto, the Blue Jays became the first team ever to hit ten home runs in a single game as they bombed the Baltimore Orioles 18-3. The previous team record was originally set by the Yankees in 1939 and equaled by several other teams over the years. The combined eleven home runs in the contest also tied a two-team Major League record."
1987,"The New York Mets' Dwight ""Doc"" Gooden entered a twenty-eight day drug rehabilitation program at the Smithers Alcoholism Treatment Center. The 1985 Cy Young Award winner had tested positive for cocaine use and would not return to start the season until June 5th."
1987,"On April 18th, Mike Schmidt, of the Philadelphia Phillies, launched a three-run blast over the wall at Pittsburgh's Three Rivers Stadium for his 500th career home run. The historic shot put the All-Star third baseman in the company of just thirteen other players in Major League history."
1987,"Eric Davis was on a tear for the Cincinnati Reds, rewriting National League record books with his sheer power at the plate. In a jaw-dropping stretch across April and May, he launched three grand slams in a single month—an NL record—and followed it up with an astonishing 19 home runs over two months, setting another league mark. Davis was unstoppable, sending baseballs soaring and leaving pitchers shaking their heads as he carved his name into history with every swing."
1987,"The Major League Players Association filed a grievance accusing the owners of acting together to restrict player's salaries. The association cited the lack of offers to free agents from 1985-1987, which resulted in them returning to their original teams. In a study from the 1985 season, it was estimated that free agents lost between $70 and $90 million dollars."
1987,"The ""Rookie of the Year Award"" was renamed ""The Jackie Robinson Award"" in both the American and National Leagues."
1987,"On October 17th, the Minnesota Twins welcomed the St. Louis Cardinals to the Metrodome for the first World Series game ever played indoors. The home team dominated the visitors 10-1 in front of a capacity crowd of 55,171."
1987,"Major League attendance reached an all-time high in 1987 with a combined 52,029,664 people going out to the ballparks."
1987,"""When Steve (Carlton) and I die, we're going to be buried sixty feet, six inches apart."" - Tim McCarver"
1987,Hitting Statistics League Leaderboard
1987,Pitching Statistics League Leaderboard
1987,Team Standings
1987,Hitting Statistics League Leaderboard
1987,Pitching Statistics League Leaderboard
1987,"On August 10, 1987,Kevin Grosswas caught scuffing the ball with sandpaper while pitching and suspended for ten days."
1987,"On September 21, 1987,Howard JohnsonandDarryl Strawberrybecome the first teammates to both achieve30 / 30status."
1987,"On November 18, 1987,Andre Dawsonwon theMost Valuable Player Awardand became the first player on a last placed team (Cubs) to ever win the prestigious award."
1987,Where what happened yesterdayis being preserved today.
1987,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1988,Vice President and Republican candidate George Bush Sr. defeated Massachusetts governor Michael Dukakis in the presidential race to become the forty-first President of the United States.
1988,"The investment firm of Kohlberg-Kravis-Roberts paid nearly $30 billion dollars for the R.J. Reynolds-Nabisco Company, which had merged in 1985, in the largest leveraged buyout ever. The investment deal went on to become the subject of a best-selling novel and television movie entitled ""Barbarians at the Gate""."
1988,"Undefeated heavyweight boxing champion ""Iron Mike"" Tyson's problems outside boxing started to gain prominence after his marriage to Robin Givens ended amidst a media circus. The highly publicized divorce set in motion a series of bizarre events that not only diminished his skills in the ring, but ultimately ended his career after repeated acts of reckless behavior and criminal violence."
1988,"The Anaheim Angels signed University of Michigan pitcher Jim Abbott, who was a member of the U.S. Olympic baseball team despite being born without a right hand."
1988,"Minnesota Twins reliever Jeff Reardon became the first pitcher in Major League history with forty saves in both leagues after finishing off the Chicago White Sox 3-1 on September 17th. In 1985, Reardon recorded forty-one saves with the National League's Montreal Expos."
1988,"The Oakland Athletics' Jose Canseco became the first player to hit at least forty home runs and steal forty bases in the same season. His thirty-ninth and fortieth stolen bases as well as his forty-first home run came in a 9-8, fourteen-inning marathon against the Milwaukee Brewers on September 23rd."
1988,"On August 30th Kent Tekulve, the side-arm reliever of the Philadelphia Phillies, pitched two innings for a 7-5 victory over the San Francisco Giants in his 1000th game. Only one other player in baseball history, Hoyt Wilhelm, had reached the one-thousand milestone to date."
1988,"Tom Browning, of the Cincinnati Reds, tossed the first perfect nine-inning game in the National League in twenty-three years against the Los Angeles Dodgers at Riverfront Stadium. The young lefty threw one-hundred two pitches and finished with a 1-0 victory and seven strikeouts."
1988,"The Los Angeles Dodgers' Orel Hershiser broke Don Drysdale's Major League record after pitching ten shutout innings against the San Diego Padres extending his string to fifty-nine. Hershiser had begun his streak with four shutout innings against the Montreal Expos. Then he beat the Atlanta Braves 3-0, the Cincinnati Reds 5-0, the Braves again 1-0, the Houston Astros 1-0 and the San Francisco Giants 3-0."
1988,"Chicago's Board of Alderman finally approved the addition of lights at Wrigley Field. After a vote of 29-19, the members repeal the anti-noise laws that had kept the Cubs' ballpark as the only Major League stadium without lights. The decision resulted in the introduction of night games to the other half of the ""Windy City"" and the promise of the 1990 All-Star Game at Wrigley."
1988,"Willie ""Pops"" Stargell became the only player inducted into the Baseball Hall of Fame in 1988. The team captain / outfielder / first baseman played twenty-one years for the Pittsburgh Pirates and hit .282 with 475 home runs and 1,540 runs batted in. He led the National League in slugging average in 1974 with .646, led the Senior Circuit in home runs twice and played in two World Series while batting .315."
